1464378167.714 2016-05-27 19:42:47 UTC 14614  [5748a337.3916:1] LOG:  database system was shut down at 2016-05-27 19:42:32 UTC
1464489313.715 2016-05-29 02:35:13 UTC 14615  [5748a337.3917:574] LOG:  checkpoint complete: wrote 371709 buffers (17.7%); 1 transaction log file(s) added, 1150 removed, 0 recycled; write=483.515 s, sync=0.424 s, total=484.028 s; sync files=528, longest=0.201 s, average=0.000 s; distance=17662963 kB, estimate=19269202 kB
1464489313.717 2016-05-29 02:35:13 UTC 14615  [5748a337.3917:575] LOG:  checkpoint starting: immediate force wait xlog
1464489437.305 2016-05-29 02:37:17 UTC 14615  [5748a337.3917:576] LOG:  checkpoint complete: wrote 1461317 buffers (69.7%); 0 transaction log file(s) added, 1078 removed, 0 recycled; write=123.532 s, sync=0.024 s, total=123.587 s; sync files=530, longest=0.020 s, average=0.000 s; distance=17771595 kB, estimate=19119441 kB
1464489807.061 2016-05-29 02:43:27 UTC 14615  [5748a337.3917:577] LOG:  checkpoint starting: xlog
1464490039.389 2016-05-29 02:47:19 UTC 14615  [5748a337.3917:578] LOG:  checkpoint complete: wrote 4591 buffers (0.2%); 0 transaction log file(s) added, 692 removed, 392 recycled; write=209.431 s, sync=22.327 s, total=232.327 s; sync files=526, longest=2.121 s, average=0.042 s; distance=6689253 kB, estimate=17876422 kB
1464490225.214 2016-05-29 02:50:25 UTC 14615  [5748a337.3917:579] LOG:  checkpoint starting: xlog
1464490338.528 2016-05-29 02:52:18 UTC 14615  [5748a337.3917:580] LOG:  checkpoint complete: wrote 4119 buffers (0.2%); 0 transaction log file(s) added, 0 removed, 409 recycled; write=112.940 s, sync=0.081 s, total=113.313 s; sync files=514, longest=0.018 s, average=0.000 s; distance=6698404 kB, estimate=16758621 kB
1464490338.529 2016-05-29 02:52:18 UTC 14615  [5748a337.3917:581] LOG:  checkpoint starting: immediate force wait
1464490345.042 2016-05-29 02:52:25 UTC 14615  [5748a337.3917:582] LOG:  checkpoint complete: wrote 138083 buffers (6.6%); 0 transaction log file(s) added, 0 removed, 409 recycled; write=5.897 s, sync=0.018 s, total=6.513 s; sync files=514, longest=0.009 s, average=0.000 s; distance=1843055 kB, estimate=15267064 kB
1464490395.907 2016-05-29 02:53:15 UTC 14615  [5748a337.3917:583] LOG:  checkpoint starting: xlog
1464490905.296 2016-05-29 03:01:45 UTC 14615  [5748a337.3917:584] LOG:  checkpoint complete: wrote 110069 buffers (5.2%); 0 transaction log file(s) added, 112 removed, 0 recycled; write=504.353 s, sync=4.986 s, total=509.389 s; sync files=531, longest=0.158 s, average=0.009 s; distance=6692646 kB, estimate=14409622 kB
1464490905.298 2016-05-29 03:01:45 UTC 14615  [5748a337.3917:585] LOG:  checkpoint starting: xlog
1464491587.369 2016-05-29 03:13:07 UTC 14615  [5748a337.3917:586] LOG:  checkpoint complete: wrote 155974 buffers (7.4%); 0 transaction log file(s) added, 409 removed, 0 recycled; write=676.314 s, sync=5.736 s, total=682.071 s; sync files=530, longest=0.203 s, average=0.010 s; distance=24906658 kB, estimate=24906658 kB
1464491587.370 2016-05-29 03:13:07 UTC 14615  [5748a337.3917:587] LOG:  checkpoint starting: xlog time
1464492146.718 2016-05-29 03:22:26 UTC 14615  [5748a337.3917:588] LOG:  checkpoint complete: wrote 163779 buffers (7.8%); 0 transaction log file(s) added, 1520 removed, 0 recycled; write=558.837 s, sync=0.470 s, total=559.348 s; sync files=529, longest=0.459 s, average=0.000 s; distance=24285423 kB, estimate=24844534 kB
1464492146.719 2016-05-29 03:22:26 UTC 14615  [5748a337.3917:589] LOG:  checkpoint starting: xlog
1464492147.267 2016-05-29 03:22:27 UTC 14615  [5748a337.3917:590] LOG:  checkpoint complete: wrote 3 buffers (0.0%); 0 transaction log file(s) added, 1482 removed, 0 recycled; write=0.510 s, sync=0.000 s, total=0.547 s; sync files=2, longest=0.000 s, average=0.000 s; distance=20531758 kB, estimate=24413257 kB
1464492147.267 2016-05-29 03:22:27 UTC 14615  [5748a337.3917:591] LOG:  checkpoint starting: immediate force wait
1464492148.500 2016-05-29 03:22:28 UTC 14615  [5748a337.3917:592] LOG:  checkpoint complete: wrote 0 buffers (0.0%); 0 transaction log file(s) added, 230 removed, 1023 recycled; write=0.049 s, sync=0.000 s, total=1.232 s; sync files=0, longest=0.000 s, average=0.000 s; distance=0 kB, estimate=21971931 kB
1464492236.592 2016-05-29 03:23:56 UTC 14615  [5748a337.3917:593] LOG:  checkpoint starting: immediate force wait flush-all
1464492236.681 2016-05-29 03:23:56 UTC 14615  [5748a337.3917:594] LOG:  checkpoint complete: wrote 3 buffers (0.0%); 0 transaction log file(s) added, 0 removed, 0 recycled; write=0.071 s, sync=0.008 s, total=0.089 s; sync files=3, longest=0.008 s, average=0.002 s; distance=2 kB, estimate=19774738 kB
1464492236.853 2016-05-29 03:23:56 UTC 14615  [5748a337.3917:595] LOG:  checkpoint starting: immediate force wait
1464492236.923 2016-05-29 03:23:56 UTC 14615  [5748a337.3917:596] LOG:  checkpoint complete: wrote 0 buffers (0.0%); 0 transaction log file(s) added, 0 removed, 0 recycled; write=0.067 s, sync=0.000 s, total=0.069 s; sync files=0, longest=0.000 s, average=0.000 s; distance=0 kB, estimate=17797264 kB
1464492836.239 2016-05-29 03:33:56 UTC 14615  [5748a337.3917:597] LOG:  checkpoint starting: time
1464493136.055 2016-05-29 03:38:56 UTC 14615  [5748a337.3917:598] LOG:  checkpoint complete: wrote 2078 buffers (0.1%); 0 transaction log file(s) added, 0 removed, 0 recycled; write=299.794 s, sync=0.018 s, total=299.816 s; sync files=124, longest=0.013 s, average=0.000 s; distance=27005 kB, estimate=16020238 kB
1464497036.338 2016-05-29 04:43:56 UTC 14615  [5748a337.3917:599] LOG:  checkpoint starting: time
1464497336.083 2016-05-29 04:48:56 UTC 14615  [5748a337.3917:600] LOG:  checkpoint complete: wrote 8015 buffers (0.4%); 0 transaction log file(s) added, 0 removed, 2 recycled; write=299.625 s, sync=0.010 s, total=299.745 s; sync files=450, longest=0.001 s, average=0.000 s; distance=1355477 kB, estimate=14553762 kB
1464497636.776 2016-05-29 04:53:56 UTC 14615  [5748a337.3917:601] LOG:  checkpoint starting: time
1464497936.241 2016-05-29 04:58:56 UTC 14615  [5748a337.3917:602] LOG:  checkpoint complete: wrote 5658 buffers (0.3%); 0 transaction log file(s) added, 0 removed, 83 recycled; write=299.307 s, sync=0.007 s, total=299.465 s; sync files=159, longest=0.001 s, average=0.000 s; distance=1288586 kB, estimate=13227245 kB
1464498236.769 2016-05-29 05:03:56 UTC 14615  [5748a337.3917:603] LOG:  checkpoint starting: time
1464498536.457 2016-05-29 05:08:56 UTC 14615  [5748a337.3917:604] LOG:  checkpoint complete: wrote 6330 buffers (0.3%); 0 transaction log file(s) added, 0 removed, 78 recycled; write=299.415 s, sync=0.080 s, total=299.688 s; sync files=71, longest=0.074 s, average=0.001 s; distance=966921 kB, estimate=12001212 kB
1464501405.657 2016-05-29 05:56:45 UTC 14618  [5748a337.391a:52] LOG:  using stale statistics instead of current ones because stats collector is not responding
1464501415.791 2016-05-29 05:56:55 UTC 6073  [574a849d.17b9:1] LOG:  using stale statistics instead of current ones because stats collector is not responding
1464501420.755 2016-05-29 05:57:00 UTC 14618  [5748a337.391a:53] LOG:  using stale statistics instead of current ones because stats collector is not responding
1464501430.881 2016-05-29 05:57:10 UTC 6076  [574a84ac.17bc:1] LOG:  using stale statistics instead of current ones because stats collector is not responding
1464501435.585 2016-05-29 05:57:15 UTC 14618  [5748a337.391a:54] LOG:  using stale statistics instead of current ones because stats collector is not responding
1464501445.707 2016-05-29 05:57:25 UTC 6087  [574a84bb.17c7:1] LOG:  using stale statistics instead of current ones because stats collector is not responding
1464501450.692 2016-05-29 05:57:30 UTC 14618  [5748a337.391a:55] LOG:  using stale statistics instead of current ones because stats collector is not responding
1464501460.812 2016-05-29 05:57:40 UTC 6090  [574a84ca.17ca:1] LOG:  using stale statistics instead of current ones because stats collector is not responding
1464501465.671 2016-05-29 05:57:45 UTC 14618  [5748a337.391a:56] LOG:  using stale statistics instead of current ones because stats collector is not responding
1464501475.795 2016-05-29 05:57:55 UTC 6095  [574a84d9.17cf:1] LOG:  using stale statistics instead of current ones because stats collector is not responding
1464501480.753 2016-05-29 05:58:00 UTC 14618  [5748a337.391a:57] LOG:  using stale statistics instead of current ones because stats collector is not responding
1464501490.876 2016-05-29 05:58:10 UTC 6099  [574a84e8.17d3:1] LOG:  using stale statistics instead of current ones because stats collector is not responding
1464501495.598 2016-05-29 05:58:15 UTC 14618  [5748a337.391a:58] LOG:  using stale statistics instead of current ones because stats collector is not responding
1464501645.694 2016-05-29 06:00:45 UTC 14618  [5748a337.391a:59] LOG:  using stale statistics instead of current ones because stats collector is not responding
1464501655.824 2016-05-29 06:00:55 UTC 6253  [574a858d.186d:1] LOG:  using stale statistics instead of current ones because stats collector is not responding
1464501676.288 2016-05-29 06:01:16 UTC 6264  [574a85a2.1878:1] LOG:  using stale statistics instead of current ones because stats collector is not responding
1464501720.800 2016-05-29 06:02:00 UTC 14618  [5748a337.391a:60] LOG:  using stale statistics instead of current ones because stats collector is not responding
1464501800.008 2016-05-29 06:03:20 UTC 6307  [574a861d.18a3:1] LOG:  using stale statistics instead of current ones because stats collector is not responding
1464501830.631 2016-05-29 06:03:50 UTC 6315  [574a863c.18ab:1] LOG:  using stale statistics instead of current ones because stats collector is not responding
1464501837.060 2016-05-29 06:03:57 UTC 14615  [5748a337.3917:605] LOG:  checkpoint starting: time
1464501840.848 2016-05-29 06:04:00 UTC 14618  [5748a337.391a:61] LOG:  using stale statistics instead of current ones because stats collector is not responding
1464501850.969 2016-05-29 06:04:10 UTC 6320  [574a8650.18b0:1] LOG:  using stale statistics instead of current ones because stats collector is not responding
1464501855.471 2016-05-29 06:04:15 UTC 14615  [5748a337.3917:606] LOG:  checkpoint complete: wrote 1 buffers (0.0%); 0 transaction log file(s) added, 0 removed, 59 recycled; write=0.166 s, sync=15.296 s, total=18.410 s; sync files=7, longest=15.296 s, average=2.185 s; distance=12 kB, estimate=10801092 kB
1464501900.856 2016-05-29 06:05:00 UTC 14618  [5748a337.391a:62] LOG:  using stale statistics instead of current ones because stats collector is not responding
1464501910.973 2016-05-29 06:05:10 UTC 6341  [574a868c.18c5:1] LOG:  using stale statistics instead of current ones because stats collector is not responding
1464501915.651 2016-05-29 06:05:15 UTC 14618  [5748a337.391a:63] LOG:  using stale statistics instead of current ones because stats collector is not responding
1464501945.743 2016-05-29 06:05:45 UTC 6358  [574a86af.18d6:1] LOG:  using stale statistics instead of current ones because stats collector is not responding
1464501960.865 2016-05-29 06:06:00 UTC 14618  [5748a337.391a:64] LOG:  using stale statistics instead of current ones because stats collector is not responding
1464502080.894 2016-05-29 06:08:00 UTC 6406  [574a8736.1906:1] LOG:  using stale statistics instead of current ones because stats collector is not responding
1464502095.670 2016-05-29 06:08:15 UTC 14618  [5748a337.391a:65] LOG:  using stale statistics instead of current ones because stats collector is not responding
1464502140.900 2016-05-29 06:09:00 UTC 14618  [5748a337.391a:66] LOG:  using stale statistics instead of current ones because stats collector is not responding
1464502151.034 2016-05-29 06:09:11 UTC 6429  [574a877c.191d:1] LOG:  using stale statistics instead of current ones because stats collector is not responding
1464502155.673 2016-05-29 06:09:15 UTC 14618  [5748a337.391a:67] LOG:  using stale statistics instead of current ones because stats collector is not responding
1464502200.320 2016-05-29 06:10:00 UTC 14615  [5748a337.3917:607] LOG:  checkpoint starting: immediate force wait
1464502200.379 2016-05-29 06:10:00 UTC 14615  [5748a337.3917:608] LOG:  checkpoint complete: wrote 0 buffers (0.0%); 0 transaction log file(s) added, 0 removed, 0 recycled; write=0.057 s, sync=0.000 s, total=0.059 s; sync files=0, longest=0.000 s, average=0.000 s; distance=0 kB, estimate=9720983 kB
1464502800.456 2016-05-29 06:20:00 UTC 14615  [5748a337.3917:609] LOG:  checkpoint starting: time
1464502800.911 2016-05-29 06:20:00 UTC 14615  [5748a337.3917:610] LOG:  checkpoint complete: wrote 3 buffers (0.0%); 0 transaction log file(s) added, 0 removed, 0 recycled; write=0.380 s, sync=0.007 s, total=0.454 s; sync files=4, longest=0.007 s, average=0.001 s; distance=12 kB, estimate=8748886 kB
1464503100.547 2016-05-29 06:25:00 UTC 14615  [5748a337.3917:611] LOG:  checkpoint starting: immediate force wait
1464503100.623 2016-05-29 06:25:00 UTC 14615  [5748a337.3917:612] LOG:  checkpoint complete: wrote 0 buffers (0.0%); 0 transaction log file(s) added, 0 removed, 0 recycled; write=0.073 s, sync=0.000 s, total=0.076 s; sync files=0, longest=0.000 s, average=0.000 s; distance=0 kB, estimate=7873997 kB
1464503603.439 2016-05-29 06:33:23 UTC 14615  [5748a337.3917:613] LOG:  checkpoint starting: xlog
1464503975.410 2016-05-29 06:39:35 UTC 14615  [5748a337.3917:614] LOG:  checkpoint complete: wrote 860548 buffers (41.0%); 0 transaction log file(s) added, 0 removed, 0 recycled; write=371.834 s, sync=0.119 s, total=371.970 s; sync files=531, longest=0.107 s, average=0.000 s; distance=6690117 kB, estimate=7755609 kB
1464504126.367 2016-05-29 06:42:06 UTC 14615  [5748a337.3917:615] LOG:  checkpoint starting: xlog
1464504680.634 2016-05-29 06:51:20 UTC 14615  [5748a337.3917:616] LOG:  checkpoint complete: wrote 846395 buffers (40.4%); 0 transaction log file(s) added, 233 removed, 176 recycled; write=552.349 s, sync=1.736 s, total=554.266 s; sync files=527, longest=0.402 s, average=0.003 s; distance=6701056 kB, estimate=7650154 kB
1464504680.635 2016-05-29 06:51:20 UTC 14615  [5748a337.3917:617] LOG:  checkpoint starting: xlog
1464504917.156 2016-05-29 06:55:17 UTC 14615  [5748a337.3917:618] LOG:  checkpoint complete: wrote 793734 buffers (37.8%); 0 transaction log file(s) added, 2 removed, 407 recycled; write=236.096 s, sync=0.063 s, total=236.520 s; sync files=525, longest=0.054 s, average=0.000 s; distance=7179233 kB, estimate=7603062 kB
1464504917.157 2016-05-29 06:55:17 UTC 14615  [5748a337.3917:619] LOG:  checkpoint starting: immediate force wait
1464504937.833 2016-05-29 06:55:37 UTC 14615  [5748a337.3917:620] LOG:  checkpoint complete: wrote 371005 buffers (17.7%); 0 transaction log file(s) added, 0 removed, 438 recycled; write=20.060 s, sync=0.015 s, total=20.675 s; sync files=526, longest=0.007 s, average=0.000 s; distance=2915760 kB, estimate=7134332 kB
1464504966.385 2016-05-29 06:56:06 UTC 7930  [574a927c.1efa:1] LOG:  using stale statistics instead of current ones because stats collector is not responding
1464504976.338 2016-05-29 06:56:16 UTC 7939  [574a9286.1f03:1] LOG:  using stale statistics instead of current ones because stats collector is not responding
1464504991.601 2016-05-29 06:56:31 UTC 14618  [5748a337.391a:68] LOG:  using stale statistics instead of current ones because stats collector is not responding
1464505001.709 2016-05-29 06:56:41 UTC 7946  [574a929f.1f0a:1] LOG:  using stale statistics instead of current ones because stats collector is not responding
1464505006.435 2016-05-29 06:56:46 UTC 14618  [5748a337.391a:69] LOG:  using stale statistics instead of current ones because stats collector is not responding
1464505016.582 2016-05-29 06:56:56 UTC 7949  [574a92ae.1f0d:1] LOG:  using stale statistics instead of current ones because stats collector is not responding
1464505025.581 2016-05-29 06:57:05 UTC 7952  [574a92b7.1f10:1] LOG:  using stale statistics instead of current ones because stats collector is not responding
1464505045.736 2016-05-29 06:57:25 UTC 7962  [574a92cb.1f1a:1] LOG:  using stale statistics instead of current ones because stats collector is not responding
1464505057.805 2016-05-29 06:57:37 UTC 7965  [574a92d7.1f1d:1] LOG:  using stale statistics instead of current ones because stats collector is not responding
1464505069.065 2016-05-29 06:57:49 UTC 7970  [574a92e2.1f22:1] LOG:  using stale statistics instead of current ones because stats collector is not responding
1464505083.823 2016-05-29 06:58:03 UTC 7973  [574a92f1.1f25:1] LOG:  using stale statistics instead of current ones because stats collector is not responding
1464505105.152 2016-05-29 06:58:25 UTC 7984  [574a9307.1f30:1] LOG:  using stale statistics instead of current ones because stats collector is not responding
1464505111.860 2016-05-29 06:58:31 UTC 7987  [574a930d.1f33:1] LOG:  using stale statistics instead of current ones because stats collector is not responding
1464505130.885 2016-05-29 06:58:50 UTC 7992  [574a9320.1f38:1] LOG:  using stale statistics instead of current ones because stats collector is not responding
1464505141.712 2016-05-29 06:59:01 UTC 7995  [574a932b.1f3b:1] LOG:  using stale statistics instead of current ones because stats collector is not responding
1464505171.824 2016-05-29 06:59:31 UTC 8008  [574a9349.1f48:1] LOG:  using stale statistics instead of current ones because stats collector is not responding
1464505517.951 2016-05-29 07:05:17 UTC 14615  [5748a337.3917:621] LOG:  checkpoint starting: time
1464505838.764 2016-05-29 07:10:38 UTC 14615  [5748a337.3917:622] LOG:  checkpoint complete: wrote 2782 buffers (0.1%); 0 transaction log file(s) added, 0 removed, 178 recycled; write=300.004 s, sync=20.564 s, total=320.812 s; sync files=525, longest=2.470 s, average=0.039 s; distance=1100202 kB, estimate=6530919 kB
1464505838.765 2016-05-29 07:10:38 UTC 14615  [5748a337.3917:623] LOG:  checkpoint starting: immediate force wait
1464505839.883 2016-05-29 07:10:39 UTC 14615  [5748a337.3917:624] LOG:  checkpoint complete: wrote 15405 buffers (0.7%); 0 transaction log file(s) added, 28 removed, 39 recycled; write=0.999 s, sync=0.019 s, total=1.118 s; sync files=512, longest=0.005 s, average=0.000 s; distance=470878 kB, estimate=5924915 kB
1464505895.570 2016-05-29 07:11:35 UTC 14615  [5748a337.3917:625] LOG:  checkpoint starting: xlog
1464505942.110 2016-05-29 07:12:22 UTC 8408  [574a9648.20d8:1] LOG:  using stale statistics instead of current ones because stats collector is not responding
1464506506.257 2016-05-29 07:21:46 UTC 14615  [5748a337.3917:626] LOG:  checkpoint complete: wrote 213283 buffers (10.2%); 1 transaction log file(s) added, 29 removed, 0 recycled; write=607.904 s, sync=2.723 s, total=610.686 s; sync files=532, longest=0.275 s, average=0.005 s; distance=6700459 kB, estimate=6700459 kB
1464506506.259 2016-05-29 07:21:46 UTC 14615  [5748a337.3917:627] LOG:  checkpoint starting: xlog time
1464507385.296 2016-05-29 07:36:25 UTC 14615  [5748a337.3917:628] LOG:  checkpoint complete: wrote 316567 buffers (15.1%); 0 transaction log file(s) added, 409 removed, 0 recycled; write=876.311 s, sync=2.695 s, total=879.037 s; sync files=528, longest=0.271 s, average=0.005 s; distance=20822395 kB, estimate=20822395 kB
1464507385.298 2016-05-29 07:36:25 UTC 14615  [5748a337.3917:629] LOG:  checkpoint starting: xlog time
1464507711.355 2016-05-29 07:41:51 UTC 14615  [5748a337.3917:630] LOG:  checkpoint complete: wrote 1034293 buffers (49.3%); 1 transaction log file(s) added, 1270 removed, 0 recycled; write=325.978 s, sync=0.013 s, total=326.057 s; sync files=530, longest=0.007 s, average=0.000 s; distance=20278705 kB, estimate=20768026 kB
1464507711.356 2016-05-29 07:41:51 UTC 14615  [5748a337.3917:631] LOG:  checkpoint starting: immediate force wait
1464507760.906 2016-05-29 07:42:40 UTC 14615  [5748a337.3917:632] LOG:  checkpoint complete: wrote 689029 buffers (32.9%); 0 transaction log file(s) added, 557 removed, 681 recycled; write=48.516 s, sync=0.060 s, total=49.549 s; sync files=527, longest=0.052 s, average=0.000 s; distance=5591527 kB, estimate=19250376 kB
1464507785.240 2016-05-29 07:43:05 UTC 9128  [574a9d7f.23a8:1] LOG:  using stale statistics instead of current ones because stats collector is not responding
1464507827.023 2016-05-29 07:43:47 UTC 9145  [574a9da8.23b9:1] LOG:  using stale statistics instead of current ones because stats collector is not responding
1464508312.028 2016-05-29 07:51:52 UTC 14615  [5748a337.3917:633] LOG:  checkpoint starting: time
1464508628.368 2016-05-29 07:57:08 UTC 14615  [5748a337.3917:634] LOG:  checkpoint complete: wrote 4503 buffers (0.2%); 0 transaction log file(s) added, 0 removed, 341 recycled; write=300.721 s, sync=15.232 s, total=316.339 s; sync files=522, longest=1.523 s, average=0.029 s; distance=2917275 kB, estimate=17617066 kB
1464508661.627 2016-05-29 07:57:41 UTC 14615  [5748a337.3917:635] LOG:  checkpoint starting: immediate force wait
1464508664.768 2016-05-29 07:57:44 UTC 14615  [5748a337.3917:636] LOG:  checkpoint complete: wrote 64785 buffers (3.1%); 0 transaction log file(s) added, 0 removed, 178 recycled; write=2.884 s, sync=0.019 s, total=3.140 s; sync files=513, longest=0.006 s, average=0.000 s; distance=1599343 kB, estimate=16015294 kB
1464508713.307 2016-05-29 07:58:33 UTC 14615  [5748a337.3917:637] LOG:  checkpoint starting: xlog
1464509480.322 2016-05-29 08:11:20 UTC 14615  [5748a337.3917:638] LOG:  checkpoint complete: wrote 141150 buffers (6.7%); 0 transaction log file(s) added, 98 removed, 0 recycled; write=763.291 s, sync=3.696 s, total=767.014 s; sync files=533, longest=0.492 s, average=0.006 s; distance=6691944 kB, estimate=15082959 kB
1464509480.324 2016-05-29 08:11:20 UTC 14615  [5748a337.3917:639] LOG:  checkpoint starting: xlog time
1464510433.241 2016-05-29 08:27:13 UTC 14615  [5748a337.3917:640] LOG:  checkpoint complete: wrote 200273 buffers (9.5%); 0 transaction log file(s) added, 409 removed, 0 recycled; write=948.885 s, sync=4.008 s, total=952.917 s; sync files=528, longest=0.350 s, average=0.007 s; distance=24169690 kB, estimate=24169690 kB
1464510433.243 2016-05-29 08:27:13 UTC 14615  [5748a337.3917:641] LOG:  checkpoint starting: xlog time
1464510586.130 2016-05-29 08:29:46 UTC 14615  [5748a337.3917:642] LOG:  checkpoint complete: wrote 1488060 buffers (71.0%); 0 transaction log file(s) added, 1475 removed, 0 recycled; write=152.832 s, sync=0.007 s, total=152.887 s; sync files=527, longest=0.000 s, average=0.000 s; distance=23020094 kB, estimate=24054730 kB
1464510586.131 2016-05-29 08:29:46 UTC 14615  [5748a337.3917:643] LOG:  checkpoint starting: immediate force wait
1464510595.178 2016-05-29 08:29:55 UTC 14615  [5748a337.3917:644] LOG:  checkpoint complete: wrote 94331 buffers (4.5%); 0 transaction log file(s) added, 429 removed, 976 recycled; write=7.639 s, sync=0.017 s, total=9.047 s; sync files=521, longest=0.006 s, average=0.000 s; distance=766008 kB, estimate=21725858 kB
1464510622.079 2016-05-29 08:30:22 UTC 10385  [574aa893.2891:1] LOG:  using stale statistics instead of current ones because stats collector is not responding
1464510633.178 2016-05-29 08:30:33 UTC 10388  [574aa89f.2894:1] LOG:  using stale statistics instead of current ones because stats collector is not responding
1464510647.578 2016-05-29 08:30:47 UTC 14618  [5748a337.391a:70] LOG:  using stale statistics instead of current ones because stats collector is not responding
1464510657.698 2016-05-29 08:30:57 UTC 10393  [574aa8b7.2899:1] LOG:  using stale statistics instead of current ones because stats collector is not responding
1464510677.638 2016-05-29 08:31:17 UTC 14618  [5748a337.391a:71] LOG:  using stale statistics instead of current ones because stats collector is not responding
1464510687.772 2016-05-29 08:31:27 UTC 10406  [574aa8d5.28a6:1] LOG:  using stale statistics instead of current ones because stats collector is not responding
1464510694.308 2016-05-29 08:31:34 UTC 10409  [574aa8dc.28a9:1] LOG:  using stale statistics instead of current ones because stats collector is not responding
1464510707.554 2016-05-29 08:31:47 UTC 10412  [574aa8e9.28ac:1] LOG:  using stale statistics instead of current ones because stats collector is not responding
1464511186.316 2016-05-29 08:39:46 UTC 14615  [5748a337.3917:645] LOG:  checkpoint starting: time
1464511495.912 2016-05-29 08:44:55 UTC 14615  [5748a337.3917:646] LOG:  checkpoint complete: wrote 4192 buffers (0.2%); 0 transaction log file(s) added, 0 removed, 47 recycled; write=300.154 s, sync=9.349 s, total=309.595 s; sync files=522, longest=1.008 s, average=0.017 s; distance=4681550 kB, estimate=20021427 kB
1464511495.914 2016-05-29 08:44:55 UTC 14615  [5748a337.3917:647] LOG:  checkpoint starting: immediate force wait
1464511502.688 2016-05-29 08:45:02 UTC 14615  [5748a337.3917:648] LOG:  checkpoint complete: wrote 107406 buffers (5.1%); 0 transaction log file(s) added, 0 removed, 285 recycled; write=6.328 s, sync=0.027 s, total=6.773 s; sync files=513, longest=0.009 s, average=0.000 s; distance=2102819 kB, estimate=18229566 kB
1464511551.471 2016-05-29 08:45:51 UTC 14615  [5748a337.3917:649] LOG:  checkpoint starting: xlog
1464512414.619 2016-05-29 09:00:14 UTC 14615  [5748a337.3917:650] LOG:  checkpoint complete: wrote 102223 buffers (4.9%); 0 transaction log file(s) added, 129 removed, 0 recycled; write=853.409 s, sync=9.709 s, total=863.148 s; sync files=532, longest=0.648 s, average=0.018 s; distance=6699896 kB, estimate=17076599 kB
1464512414.620 2016-05-29 09:00:14 UTC 14615  [5748a337.3917:651] LOG:  checkpoint starting: xlog time
1464513307.131 2016-05-29 09:15:07 UTC 14615  [5748a337.3917:652] LOG:  checkpoint complete: wrote 155391 buffers (7.4%); 0 transaction log file(s) added, 409 removed, 0 recycled; write=892.168 s, sync=0.314 s, total=892.510 s; sync files=529, longest=0.016 s, average=0.000 s; distance=26290240 kB, estimate=26290240 kB
1464513307.133 2016-05-29 09:15:07 UTC 14615  [5748a337.3917:653] LOG:  checkpoint starting: xlog time
1464513607.143 2016-05-29 09:20:07 UTC 14615  [5748a337.3917:654] LOG:  checkpoint complete: wrote 1423170 buffers (67.9%); 0 transaction log file(s) added, 1604 removed, 0 recycled; write=299.939 s, sync=0.008 s, total=300.010 s; sync files=530, longest=0.000 s, average=0.000 s; distance=19834506 kB, estimate=25644667 kB
1464513907.245 2016-05-29 09:25:07 UTC 14615  [5748a337.3917:655] LOG:  checkpoint starting: time
1464514204.266 2016-05-29 09:30:04 UTC 14615  [5748a337.3917:656] LOG:  checkpoint complete: wrote 2951 buffers (0.1%); 0 transaction log file(s) added, 188 removed, 1023 recycled; write=295.594 s, sync=0.000 s, total=297.021 s; sync files=6, longest=0.000 s, average=0.000 s; distance=1668 kB, estimate=23080367 kB
1464521574.477 2016-05-29 11:32:54 UTC 14613  [5748a337.3915:2] LOG:  received fast shutdown request
1464521574.477 2016-05-29 11:32:54 UTC 14613  [5748a337.3915:3] LOG:  aborting any active transactions
1464521574.477 2016-05-29 11:32:54 UTC 14618  [5748a337.391a:72] LOG:  autovacuum launcher shutting down
1464521575.029 2016-05-29 11:32:55 UTC 14615  [5748a337.3917:657] LOG:  shutting down
1464521575.029 2016-05-29 11:32:55 UTC 14615  [5748a337.3917:658] LOG:  checkpoint starting: shutdown immediate
1464521575.106 2016-05-29 11:32:55 UTC 14615  [5748a337.3917:659] LOG:  checkpoint complete: wrote 0 buffers (0.0%); 0 transaction log file(s) added, 0 removed, 0 recycled; write=0.074 s, sync=0.000 s, total=0.077 s; sync files=0, longest=0.000 s, average=0.000 s; distance=0 kB, estimate=20772330 kB
1464521577.757 2016-05-29 11:32:57 UTC 14613  [5748a337.3915:4] LOG:  database system is shut down
