1464536555.583 2016-05-29 15:42:35 UTC 11259  [574b0deb.2bfb:1] LOG:  database system was shut down at 2016-05-29 15:42:20 UTC
1464591251.221 2016-05-30 06:54:11 UTC 11260  [574b0deb.2bfc:430] LOG:  checkpoint complete: wrote 252209 buffers (12.0%); 0 transaction log file(s) added, 83 removed, 329 recycled; write=48.928 s, sync=0.403 s, total=50.110 s; sync files=41, longest=0.282 s, average=0.009 s; distance=6696769 kB, estimate=6751301 kB
1464591271.175 2016-05-30 06:54:31 UTC 11260  [574b0deb.2bfc:431] LOG:  checkpoint starting: xlog
1464591349.893 2016-05-30 06:55:49 UTC 11260  [574b0deb.2bfc:432] LOG:  checkpoint complete: wrote 154143 buffers (7.4%); 0 transaction log file(s) added, 0 removed, 409 recycled; write=78.322 s, sync=0.004 s, total=78.717 s; sync files=38, longest=0.000 s, average=0.000 s; distance=6699416 kB, estimate=6746112 kB
1464591871.935 2016-05-30 07:04:31 UTC 11260  [574b0deb.2bfc:433] LOG:  checkpoint starting: time
1464591997.729 2016-05-30 07:06:37 UTC 11260  [574b0deb.2bfc:434] LOG:  checkpoint complete: wrote 312779 buffers (14.9%); 0 transaction log file(s) added, 0 removed, 409 recycled; write=125.089 s, sync=0.004 s, total=125.794 s; sync files=38, longest=0.002 s, average=0.000 s; distance=4167216 kB, estimate=6488223 kB
1464591997.730 2016-05-30 07:06:37 UTC 11260  [574b0deb.2bfc:435] LOG:  checkpoint starting: immediate force wait
1464592000.030 2016-05-30 07:06:40 UTC 11260  [574b0deb.2bfc:436] LOG:  checkpoint complete: wrote 80555 buffers (3.8%); 0 transaction log file(s) added, 42 removed, 212 recycled; write=1.724 s, sync=0.003 s, total=2.300 s; sync files=7, longest=0.002 s, average=0.000 s; distance=0 kB, estimate=5839400 kB
1464592064.317 2016-05-30 07:07:44 UTC 11260  [574b0deb.2bfc:437] LOG:  checkpoint starting: xlog
1464592105.620 2016-05-30 07:08:25 UTC 11260  [574b0deb.2bfc:438] LOG:  checkpoint complete: wrote 819910 buffers (39.1%); 0 transaction log file(s) added, 0 removed, 0 recycled; write=41.276 s, sync=0.007 s, total=41.303 s; sync files=55, longest=0.002 s, average=0.000 s; distance=6691424 kB, estimate=6691424 kB
1464592138.997 2016-05-30 07:08:58 UTC 11260  [574b0deb.2bfc:439] LOG:  checkpoint starting: xlog
1464592181.432 2016-05-30 07:09:41 UTC 11260  [574b0deb.2bfc:440] LOG:  checkpoint complete: wrote 736223 buffers (35.1%); 0 transaction log file(s) added, 0 removed, 409 recycled; write=41.981 s, sync=0.008 s, total=42.435 s; sync files=52, longest=0.002 s, average=0.000 s; distance=6700992 kB, estimate=6700992 kB
1464592214.602 2016-05-30 07:10:14 UTC 11260  [574b0deb.2bfc:441] LOG:  checkpoint starting: xlog
1464592253.358 2016-05-30 07:10:53 UTC 11260  [574b0deb.2bfc:442] LOG:  checkpoint complete: wrote 781688 buffers (37.3%); 0 transaction log file(s) added, 0 removed, 409 recycled; write=38.295 s, sync=0.011 s, total=38.756 s; sync files=51, longest=0.003 s, average=0.000 s; distance=6701072 kB, estimate=6701072 kB
1464592287.231 2016-05-30 07:11:27 UTC 11260  [574b0deb.2bfc:443] LOG:  checkpoint starting: xlog
1464592332.216 2016-05-30 07:12:12 UTC 11260  [574b0deb.2bfc:444] LOG:  checkpoint complete: wrote 699590 buffers (33.4%); 0 transaction log file(s) added, 0 removed, 409 recycled; write=44.583 s, sync=0.010 s, total=44.985 s; sync files=54, longest=0.005 s, average=0.000 s; distance=6701085 kB, estimate=6701085 kB
1464592365.796 2016-05-30 07:12:45 UTC 11260  [574b0deb.2bfc:445] LOG:  checkpoint starting: xlog
1464592406.348 2016-05-30 07:13:26 UTC 11260  [574b0deb.2bfc:446] LOG:  checkpoint complete: wrote 746087 buffers (35.6%); 0 transaction log file(s) added, 0 removed, 409 recycled; write=40.172 s, sync=0.007 s, total=40.551 s; sync files=53, longest=0.005 s, average=0.000 s; distance=6701077 kB, estimate=6701085 kB
1464592440.676 2016-05-30 07:14:00 UTC 11260  [574b0deb.2bfc:447] LOG:  checkpoint starting: xlog
1464592481.825 2016-05-30 07:14:41 UTC 11260  [574b0deb.2bfc:448] LOG:  checkpoint complete: wrote 737173 buffers (35.2%); 0 transaction log file(s) added, 0 removed, 409 recycled; write=40.756 s, sync=0.014 s, total=41.149 s; sync files=54, longest=0.009 s, average=0.000 s; distance=6701033 kB, estimate=6701079 kB
1464592516.473 2016-05-30 07:15:16 UTC 11260  [574b0deb.2bfc:449] LOG:  checkpoint starting: xlog
1464592560.333 2016-05-30 07:16:00 UTC 11260  [574b0deb.2bfc:450] LOG:  checkpoint complete: wrote 715539 buffers (34.1%); 0 transaction log file(s) added, 0 removed, 409 recycled; write=43.459 s, sync=0.006 s, total=43.859 s; sync files=52, longest=0.001 s, average=0.000 s; distance=6701064 kB, estimate=6701078 kB
1464592594.820 2016-05-30 07:16:34 UTC 11260  [574b0deb.2bfc:451] LOG:  checkpoint starting: xlog
1464592639.350 2016-05-30 07:17:19 UTC 11260  [574b0deb.2bfc:452] LOG:  checkpoint complete: wrote 738989 buffers (35.2%); 0 transaction log file(s) added, 0 removed, 409 recycled; write=44.125 s, sync=0.017 s, total=44.529 s; sync files=52, longest=0.007 s, average=0.000 s; distance=6701060 kB, estimate=6701076 kB
1464592674.468 2016-05-30 07:17:54 UTC 11260  [574b0deb.2bfc:453] LOG:  checkpoint starting: xlog
1464592718.402 2016-05-30 07:18:38 UTC 11260  [574b0deb.2bfc:454] LOG:  checkpoint complete: wrote 720704 buffers (34.4%); 0 transaction log file(s) added, 0 removed, 409 recycled; write=43.541 s, sync=0.007 s, total=43.934 s; sync files=52, longest=0.004 s, average=0.000 s; distance=6701037 kB, estimate=6701072 kB
1464592753.159 2016-05-30 07:19:13 UTC 11260  [574b0deb.2bfc:455] LOG:  checkpoint starting: xlog
1464592794.833 2016-05-30 07:19:54 UTC 11260  [574b0deb.2bfc:456] LOG:  checkpoint complete: wrote 740900 buffers (35.3%); 0 transaction log file(s) added, 0 removed, 409 recycled; write=41.270 s, sync=0.012 s, total=41.674 s; sync files=54, longest=0.009 s, average=0.000 s; distance=6701054 kB, estimate=6701070 kB
1464592829.767 2016-05-30 07:20:29 UTC 11260  [574b0deb.2bfc:457] LOG:  checkpoint starting: xlog
1464592871.631 2016-05-30 07:21:11 UTC 11260  [574b0deb.2bfc:458] LOG:  checkpoint complete: wrote 738329 buffers (35.2%); 0 transaction log file(s) added, 0 removed, 409 recycled; write=41.478 s, sync=0.009 s, total=41.864 s; sync files=51, longest=0.003 s, average=0.000 s; distance=6701038 kB, estimate=6701067 kB
1464592906.446 2016-05-30 07:21:46 UTC 11260  [574b0deb.2bfc:459] LOG:  checkpoint starting: xlog
1464592948.771 2016-05-30 07:22:28 UTC 11260  [574b0deb.2bfc:460] LOG:  checkpoint complete: wrote 743433 buffers (35.4%); 0 transaction log file(s) added, 0 removed, 409 recycled; write=41.892 s, sync=0.024 s, total=42.325 s; sync files=54, longest=0.004 s, average=0.000 s; distance=6701062 kB, estimate=6701067 kB
1464592985.105 2016-05-30 07:23:05 UTC 11260  [574b0deb.2bfc:461] LOG:  checkpoint starting: xlog
1464593026.149 2016-05-30 07:23:46 UTC 11260  [574b0deb.2bfc:462] LOG:  checkpoint complete: wrote 769327 buffers (36.7%); 0 transaction log file(s) added, 0 removed, 409 recycled; write=40.698 s, sync=0.012 s, total=41.044 s; sync files=52, longest=0.009 s, average=0.000 s; distance=6701048 kB, estimate=6701065 kB
1464593061.187 2016-05-30 07:24:21 UTC 11260  [574b0deb.2bfc:463] LOG:  checkpoint starting: xlog
1464593107.078 2016-05-30 07:25:07 UTC 11260  [574b0deb.2bfc:464] LOG:  checkpoint complete: wrote 748350 buffers (35.7%); 0 transaction log file(s) added, 0 removed, 409 recycled; write=45.494 s, sync=0.007 s, total=45.891 s; sync files=53, longest=0.002 s, average=0.000 s; distance=6701027 kB, estimate=6701061 kB
1464593142.145 2016-05-30 07:25:42 UTC 11260  [574b0deb.2bfc:465] LOG:  checkpoint starting: xlog
1464593184.868 2016-05-30 07:26:24 UTC 11260  [574b0deb.2bfc:466] LOG:  checkpoint complete: wrote 742654 buffers (35.4%); 0 transaction log file(s) added, 0 removed, 409 recycled; write=42.317 s, sync=0.008 s, total=42.722 s; sync files=53, longest=0.005 s, average=0.000 s; distance=6701125 kB, estimate=6701125 kB
1464593220.034 2016-05-30 07:27:00 UTC 11260  [574b0deb.2bfc:467] LOG:  checkpoint starting: xlog
1464593261.471 2016-05-30 07:27:41 UTC 11260  [574b0deb.2bfc:468] LOG:  checkpoint complete: wrote 744181 buffers (35.5%); 0 transaction log file(s) added, 0 removed, 409 recycled; write=41.003 s, sync=0.008 s, total=41.436 s; sync files=54, longest=0.005 s, average=0.000 s; distance=6701064 kB, estimate=6701119 kB
1464593296.475 2016-05-30 07:28:16 UTC 11260  [574b0deb.2bfc:469] LOG:  checkpoint starting: xlog
1464593338.436 2016-05-30 07:28:58 UTC 11260  [574b0deb.2bfc:470] LOG:  checkpoint complete: wrote 741612 buffers (35.4%); 0 transaction log file(s) added, 0 removed, 409 recycled; write=41.556 s, sync=0.008 s, total=41.960 s; sync files=51, longest=0.006 s, average=0.000 s; distance=6701077 kB, estimate=6701115 kB
1464593373.513 2016-05-30 07:29:33 UTC 11260  [574b0deb.2bfc:471] LOG:  checkpoint starting: xlog
1464593416.393 2016-05-30 07:30:16 UTC 11260  [574b0deb.2bfc:472] LOG:  checkpoint complete: wrote 733088 buffers (35.0%); 0 transaction log file(s) added, 0 removed, 409 recycled; write=42.482 s, sync=0.006 s, total=42.880 s; sync files=52, longest=0.002 s, average=0.000 s; distance=6701021 kB, estimate=6701106 kB
1464593451.275 2016-05-30 07:30:51 UTC 11260  [574b0deb.2bfc:473] LOG:  checkpoint starting: xlog
1464593495.955 2016-05-30 07:31:35 UTC 11260  [574b0deb.2bfc:474] LOG:  checkpoint complete: wrote 745348 buffers (35.5%); 0 transaction log file(s) added, 0 removed, 409 recycled; write=44.232 s, sync=0.023 s, total=44.679 s; sync files=52, longest=0.014 s, average=0.000 s; distance=6701034 kB, estimate=6701098 kB
1464593531.071 2016-05-30 07:32:11 UTC 11260  [574b0deb.2bfc:475] LOG:  checkpoint starting: xlog
1464593576.633 2016-05-30 07:32:56 UTC 11260  [574b0deb.2bfc:476] LOG:  checkpoint complete: wrote 730903 buffers (34.9%); 0 transaction log file(s) added, 0 removed, 409 recycled; write=45.155 s, sync=0.014 s, total=45.561 s; sync files=56, longest=0.006 s, average=0.000 s; distance=6701090 kB, estimate=6701098 kB
1464593611.614 2016-05-30 07:33:31 UTC 11260  [574b0deb.2bfc:477] LOG:  checkpoint starting: xlog
1464593652.909 2016-05-30 07:34:12 UTC 11260  [574b0deb.2bfc:478] LOG:  checkpoint complete: wrote 730630 buffers (34.8%); 0 transaction log file(s) added, 0 removed, 409 recycled; write=40.876 s, sync=0.013 s, total=41.294 s; sync files=51, longest=0.009 s, average=0.000 s; distance=6701005 kB, estimate=6701088 kB
1464593688.804 2016-05-30 07:34:48 UTC 11260  [574b0deb.2bfc:479] LOG:  checkpoint starting: xlog
1464593730.743 2016-05-30 07:35:30 UTC 11260  [574b0deb.2bfc:480] LOG:  checkpoint complete: wrote 750767 buffers (35.8%); 0 transaction log file(s) added, 0 removed, 409 recycled; write=41.475 s, sync=0.015 s, total=41.939 s; sync files=53, longest=0.010 s, average=0.000 s; distance=6701044 kB, estimate=6701084 kB
1464593765.310 2016-05-30 07:36:05 UTC 11260  [574b0deb.2bfc:481] LOG:  checkpoint starting: xlog
1464593803.075 2016-05-30 07:36:43 UTC 11260  [574b0deb.2bfc:482] LOG:  checkpoint complete: wrote 733650 buffers (35.0%); 0 transaction log file(s) added, 0 removed, 409 recycled; write=37.318 s, sync=0.004 s, total=37.764 s; sync files=52, longest=0.001 s, average=0.000 s; distance=6701052 kB, estimate=6701081 kB
1464593803.075 2016-05-30 07:36:43 UTC 11260  [574b0deb.2bfc:483] LOG:  checkpoint starting: immediate force wait
1464593812.878 2016-05-30 07:36:52 UTC 11260  [574b0deb.2bfc:484] LOG:  checkpoint complete: wrote 305478 buffers (14.6%); 0 transaction log file(s) added, 0 removed, 409 recycled; write=8.992 s, sync=0.000 s, total=9.802 s; sync files=50, longest=0.000 s, average=0.000 s; distance=2746930 kB, estimate=6305666 kB
1464593828.738 2016-05-30 07:37:08 UTC 11260  [574b0deb.2bfc:485] LOG:  checkpoints are occurring too frequently (25 seconds apart)
1464593828.738 2016-05-30 07:37:08 UTC 11260  [574b0deb.2bfc:486] HINT:  Consider increasing the configuration parameter "max_wal_size".
1464593828.738 2016-05-30 07:37:08 UTC 11260  [574b0deb.2bfc:487] LOG:  checkpoint starting: xlog
1464593865.581 2016-05-30 07:37:45 UTC 11260  [574b0deb.2bfc:488] LOG:  checkpoint complete: wrote 641502 buffers (30.6%); 0 transaction log file(s) added, 0 removed, 167 recycled; write=36.626 s, sync=0.022 s, total=36.843 s; sync files=48, longest=0.002 s, average=0.000 s; distance=6695697 kB, estimate=6695697 kB
1464593865.581 2016-05-30 07:37:45 UTC 11260  [574b0deb.2bfc:489] LOG:  checkpoint starting: xlog
1464593909.496 2016-05-30 07:38:29 UTC 11260  [574b0deb.2bfc:490] LOG:  checkpoint complete: wrote 536259 buffers (25.6%); 0 transaction log file(s) added, 150 removed, 259 recycled; write=43.498 s, sync=0.024 s, total=43.914 s; sync files=40, longest=0.012 s, average=0.000 s; distance=6738159 kB, estimate=6738159 kB
1464593913.441 2016-05-30 07:38:33 UTC 11260  [574b0deb.2bfc:491] LOG:  checkpoint starting: xlog
1464593952.526 2016-05-30 07:39:12 UTC 11260  [574b0deb.2bfc:492] LOG:  checkpoint complete: wrote 279587 buffers (13.3%); 0 transaction log file(s) added, 36 removed, 375 recycled; write=38.572 s, sync=0.092 s, total=39.085 s; sync files=38, longest=0.065 s, average=0.002 s; distance=6703193 kB, estimate=6734662 kB
1464593972.830 2016-05-30 07:39:32 UTC 11260  [574b0deb.2bfc:493] LOG:  checkpoint starting: xlog
1464594019.148 2016-05-30 07:40:19 UTC 11260  [574b0deb.2bfc:494] LOG:  checkpoint complete: wrote 175553 buffers (8.4%); 0 transaction log file(s) added, 0 removed, 409 recycled; write=45.698 s, sync=0.033 s, total=46.317 s; sync files=38, longest=0.004 s, average=0.000 s; distance=6695183 kB, estimate=6730714 kB
1464594572.294 2016-05-30 07:49:32 UTC 11260  [574b0deb.2bfc:495] LOG:  checkpoint starting: time
1464594716.606 2016-05-30 07:51:56 UTC 11260  [574b0deb.2bfc:496] LOG:  checkpoint complete: wrote 258487 buffers (12.3%); 0 transaction log file(s) added, 0 removed, 409 recycled; write=143.706 s, sync=0.002 s, total=144.311 s; sync files=38, longest=0.001 s, average=0.000 s; distance=5394228 kB, estimate=6597066 kB
1464594716.606 2016-05-30 07:51:56 UTC 11260  [574b0deb.2bfc:497] LOG:  checkpoint starting: immediate force wait
1464594719.075 2016-05-30 07:51:59 UTC 11260  [574b0deb.2bfc:498] LOG:  checkpoint complete: wrote 72092 buffers (3.4%); 0 transaction log file(s) added, 25 removed, 304 recycled; write=1.736 s, sync=0.001 s, total=2.469 s; sync files=7, longest=0.000 s, average=0.000 s; distance=0 kB, estimate=5937359 kB
1464594785.558 2016-05-30 07:53:05 UTC 11260  [574b0deb.2bfc:499] LOG:  checkpoint starting: xlog
1464594825.166 2016-05-30 07:53:45 UTC 11260  [574b0deb.2bfc:500] LOG:  checkpoint complete: wrote 816290 buffers (38.9%); 0 transaction log file(s) added, 0 removed, 0 recycled; write=39.569 s, sync=0.012 s, total=39.608 s; sync files=55, longest=0.004 s, average=0.000 s; distance=6691212 kB, estimate=6691212 kB
1464594859.476 2016-05-30 07:54:19 UTC 11260  [574b0deb.2bfc:501] LOG:  checkpoint starting: xlog
1464594903.104 2016-05-30 07:55:03 UTC 11260  [574b0deb.2bfc:502] LOG:  checkpoint complete: wrote 710119 buffers (33.9%); 0 transaction log file(s) added, 0 removed, 409 recycled; write=43.143 s, sync=0.005 s, total=43.628 s; sync files=51, longest=0.003 s, average=0.000 s; distance=6701070 kB, estimate=6701070 kB
1464594937.057 2016-05-30 07:55:37 UTC 11260  [574b0deb.2bfc:503] LOG:  checkpoint starting: xlog
1464594974.884 2016-05-30 07:56:14 UTC 11260  [574b0deb.2bfc:504] LOG:  checkpoint complete: wrote 775626 buffers (37.0%); 0 transaction log file(s) added, 0 removed, 409 recycled; write=37.422 s, sync=0.007 s, total=37.826 s; sync files=52, longest=0.003 s, average=0.000 s; distance=6701038 kB, estimate=6701067 kB
1464595009.221 2016-05-30 07:56:49 UTC 11260  [574b0deb.2bfc:505] LOG:  checkpoint starting: xlog
1464595049.627 2016-05-30 07:57:29 UTC 11260  [574b0deb.2bfc:506] LOG:  checkpoint complete: wrote 695738 buffers (33.2%); 0 transaction log file(s) added, 0 removed, 409 recycled; write=40.008 s, sync=0.008 s, total=40.406 s; sync files=55, longest=0.004 s, average=0.000 s; distance=6701102 kB, estimate=6701102 kB
1464595083.716 2016-05-30 07:58:03 UTC 11260  [574b0deb.2bfc:507] LOG:  checkpoint starting: xlog
1464595122.671 2016-05-30 07:58:42 UTC 11260  [574b0deb.2bfc:508] LOG:  checkpoint complete: wrote 728061 buffers (34.7%); 0 transaction log file(s) added, 0 removed, 409 recycled; write=38.493 s, sync=0.015 s, total=38.954 s; sync files=52, longest=0.012 s, average=0.000 s; distance=6700997 kB, estimate=6701091 kB
1464595156.824 2016-05-30 07:59:16 UTC 11260  [574b0deb.2bfc:509] LOG:  checkpoint starting: xlog
1464595195.804 2016-05-30 07:59:55 UTC 11260  [574b0deb.2bfc:510] LOG:  checkpoint complete: wrote 738495 buffers (35.2%); 0 transaction log file(s) added, 0 removed, 409 recycled; write=38.460 s, sync=0.023 s, total=38.979 s; sync files=52, longest=0.010 s, average=0.000 s; distance=6701030 kB, estimate=6701085 kB
1464595229.936 2016-05-30 08:00:29 UTC 11260  [574b0deb.2bfc:511] LOG:  checkpoint starting: xlog
1464595274.326 2016-05-30 08:01:14 UTC 11260  [574b0deb.2bfc:512] LOG:  checkpoint complete: wrote 699842 buffers (33.4%); 0 transaction log file(s) added, 0 removed, 409 recycled; write=43.917 s, sync=0.010 s, total=44.389 s; sync files=52, longest=0.007 s, average=0.000 s; distance=6701065 kB, estimate=6701083 kB
1464595308.238 2016-05-30 08:01:48 UTC 11260  [574b0deb.2bfc:513] LOG:  checkpoint starting: xlog
1464595350.729 2016-05-30 08:02:30 UTC 11260  [574b0deb.2bfc:514] LOG:  checkpoint complete: wrote 733916 buffers (35.0%); 0 transaction log file(s) added, 0 removed, 409 recycled; write=42.018 s, sync=0.005 s, total=42.491 s; sync files=55, longest=0.001 s, average=0.000 s; distance=6701110 kB, estimate=6701110 kB
1464595384.800 2016-05-30 08:03:04 UTC 11260  [574b0deb.2bfc:515] LOG:  checkpoint starting: xlog
1464595422.805 2016-05-30 08:03:42 UTC 11260  [574b0deb.2bfc:516] LOG:  checkpoint complete: wrote 729325 buffers (34.8%); 0 transaction log file(s) added, 0 removed, 409 recycled; write=37.407 s, sync=0.085 s, total=38.005 s; sync files=52, longest=0.080 s, average=0.001 s; distance=6700992 kB, estimate=6701098 kB
1464595456.685 2016-05-30 08:04:16 UTC 11260  [574b0deb.2bfc:517] LOG:  checkpoint starting: xlog
1464595497.664 2016-05-30 08:04:57 UTC 11260  [574b0deb.2bfc:518] LOG:  checkpoint complete: wrote 730104 buffers (34.8%); 0 transaction log file(s) added, 0 removed, 409 recycled; write=40.442 s, sync=0.086 s, total=40.978 s; sync files=51, longest=0.074 s, average=0.001 s; distance=6701160 kB, estimate=6701160 kB
1464595531.540 2016-05-30 08:05:31 UTC 11260  [574b0deb.2bfc:519] LOG:  checkpoint starting: xlog
1464595568.635 2016-05-30 08:06:08 UTC 11260  [574b0deb.2bfc:520] LOG:  checkpoint complete: wrote 747062 buffers (35.6%); 0 transaction log file(s) added, 0 removed, 409 recycled; write=36.671 s, sync=0.010 s, total=37.094 s; sync files=52, longest=0.005 s, average=0.000 s; distance=6700936 kB, estimate=6701137 kB
1464595602.995 2016-05-30 08:06:42 UTC 11260  [574b0deb.2bfc:521] LOG:  checkpoint starting: xlog
1464595644.966 2016-05-30 08:07:24 UTC 11260  [574b0deb.2bfc:522] LOG:  checkpoint complete: wrote 734459 buffers (35.0%); 0 transaction log file(s) added, 0 removed, 409 recycled; write=41.499 s, sync=0.011 s, total=41.970 s; sync files=54, longest=0.007 s, average=0.000 s; distance=6701073 kB, estimate=6701131 kB
