1464698282.799 2016-05-31 12:38:02 UTC 3336  [574d85aa.d08:1] LOG:  database system was shut down at 2016-05-31 12:37:50 UTC
1464748814.694 2016-06-01 02:40:14 UTC 3337  [574d85aa.d09:377] LOG:  checkpoint starting: xlog
1464749027.628 2016-06-01 02:43:47 UTC 3337  [574d85aa.d09:378] LOG:  checkpoint complete: wrote 852963 buffers (40.7%); 0 transaction log file(s) added, 0 removed, 0 recycled; write=212.915 s, sync=0.004 s, total=212.934 s; sync files=57, longest=0.002 s, average=0.000 s; distance=6690686 kB, estimate=6690686 kB
1464749273.698 2016-06-01 02:47:53 UTC 3337  [574d85aa.d09:379] LOG:  checkpoint starting: xlog
1464749496.687 2016-06-01 02:51:36 UTC 3337  [574d85aa.d09:380] LOG:  checkpoint complete: wrote 795173 buffers (37.9%); 0 transaction log file(s) added, 0 removed, 409 recycled; write=222.552 s, sync=0.006 s, total=222.988 s; sync files=53, longest=0.002 s, average=0.000 s; distance=6701046 kB, estimate=6701046 kB
1464749748.299 2016-06-01 02:55:48 UTC 3337  [574d85aa.d09:381] LOG:  checkpoint starting: xlog
1464749985.982 2016-06-01 02:59:45 UTC 3337  [574d85aa.d09:382] LOG:  checkpoint complete: wrote 793445 buffers (37.8%); 0 transaction log file(s) added, 0 removed, 409 recycled; write=237.329 s, sync=0.004 s, total=237.683 s; sync files=52, longest=0.001 s, average=0.000 s; distance=6701051 kB, estimate=6701051 kB
1464750074.210 2016-06-01 03:01:14 UTC 3337  [574d85aa.d09:383] LOG:  checkpoint starting: immediate force wait
1464750090.414 2016-06-01 03:01:30 UTC 3337  [574d85aa.d09:384] LOG:  checkpoint complete: wrote 523065 buffers (24.9%); 0 transaction log file(s) added, 0 removed, 409 recycled; write=15.473 s, sync=0.001 s, total=16.204 s; sync files=52, longest=0.000 s, average=0.000 s; distance=4535936 kB, estimate=6484540 kB
1464750130.244 2016-06-01 03:02:10 UTC 3337  [574d85aa.d09:385] LOG:  checkpoint starting: xlog
1464750171.992 2016-06-01 03:02:51 UTC 3337  [574d85aa.d09:386] LOG:  checkpoint complete: wrote 210412 buffers (10.0%); 0 transaction log file(s) added, 0 removed, 276 recycled; write=41.426 s, sync=0.008 s, total=41.747 s; sync files=49, longest=0.004 s, average=0.000 s; distance=6691636 kB, estimate=6691636 kB
1464750731.149 2016-06-01 03:12:11 UTC 3337  [574d85aa.d09:387] LOG:  checkpoint starting: time
1464750991.409 2016-06-01 03:16:31 UTC 3337  [574d85aa.d09:388] LOG:  checkpoint complete: wrote 170419 buffers (8.1%); 0 transaction log file(s) added, 0 removed, 409 recycled; write=259.876 s, sync=0.002 s, total=260.260 s; sync files=40, longest=0.001 s, average=0.000 s; distance=5626882 kB, estimate=6585161 kB
1464750991.410 2016-06-01 03:16:31 UTC 3337  [574d85aa.d09:389] LOG:  checkpoint starting: immediate force wait
1464750993.885 2016-06-01 03:16:33 UTC 3337  [574d85aa.d09:390] LOG:  checkpoint complete: wrote 92572 buffers (4.4%); 0 transaction log file(s) added, 26 removed, 317 recycled; write=1.953 s, sync=0.005 s, total=2.475 s; sync files=7, longest=0.004 s, average=0.000 s; distance=7 kB, estimate=5926645 kB
1464751048.362 2016-06-01 03:17:28 UTC 3337  [574d85aa.d09:391] LOG:  checkpoint starting: xlog
1464751082.350 2016-06-01 03:18:02 UTC 3337  [574d85aa.d09:392] LOG:  checkpoint complete: wrote 845528 buffers (40.3%); 0 transaction log file(s) added, 0 removed, 0 recycled; write=33.961 s, sync=0.010 s, total=33.987 s; sync files=55, longest=0.005 s, average=0.000 s; distance=6689394 kB, estimate=6689394 kB
1464751111.070 2016-06-01 03:18:31 UTC 3337  [574d85aa.d09:393] LOG:  checkpoint starting: xlog
1464751148.831 2016-06-01 03:19:08 UTC 3337  [574d85aa.d09:394] LOG:  checkpoint complete: wrote 799116 buffers (38.1%); 0 transaction log file(s) added, 0 removed, 409 recycled; write=37.438 s, sync=0.007 s, total=37.760 s; sync files=52, longest=0.003 s, average=0.000 s; distance=6701046 kB, estimate=6701046 kB
1464751177.688 2016-06-01 03:19:37 UTC 3337  [574d85aa.d09:395] LOG:  checkpoint starting: xlog
1464751213.750 2016-06-01 03:20:13 UTC 3337  [574d85aa.d09:396] LOG:  checkpoint complete: wrote 793284 buffers (37.8%); 0 transaction log file(s) added, 0 removed, 409 recycled; write=35.766 s, sync=0.015 s, total=36.062 s; sync files=53, longest=0.007 s, average=0.000 s; distance=6701060 kB, estimate=6701060 kB
1464751244.324 2016-06-01 03:20:44 UTC 3337  [574d85aa.d09:397] LOG:  checkpoint starting: xlog
1464751282.590 2016-06-01 03:21:22 UTC 3337  [574d85aa.d09:398] LOG:  checkpoint complete: wrote 803933 buffers (38.3%); 0 transaction log file(s) added, 0 removed, 409 recycled; write=37.919 s, sync=0.009 s, total=38.265 s; sync files=54, longest=0.003 s, average=0.000 s; distance=6701053 kB, estimate=6701059 kB
1464751313.780 2016-06-01 03:21:53 UTC 3337  [574d85aa.d09:399] LOG:  checkpoint starting: xlog
1464751352.233 2016-06-01 03:22:32 UTC 3337  [574d85aa.d09:400] LOG:  checkpoint complete: wrote 787667 buffers (37.6%); 0 transaction log file(s) added, 0 removed, 409 recycled; write=38.148 s, sync=0.007 s, total=38.452 s; sync files=52, longest=0.003 s, average=0.000 s; distance=6701049 kB, estimate=6701058 kB
1464751384.329 2016-06-01 03:23:04 UTC 3337  [574d85aa.d09:401] LOG:  checkpoint starting: xlog
1464751425.628 2016-06-01 03:23:45 UTC 3337  [574d85aa.d09:402] LOG:  checkpoint complete: wrote 801762 buffers (38.2%); 0 transaction log file(s) added, 0 removed, 409 recycled; write=40.921 s, sync=0.004 s, total=41.299 s; sync files=52, longest=0.001 s, average=0.000 s; distance=6701055 kB, estimate=6701058 kB
1464751459.296 2016-06-01 03:24:19 UTC 3337  [574d85aa.d09:403] LOG:  checkpoint starting: xlog
1464751502.170 2016-06-01 03:25:02 UTC 3337  [574d85aa.d09:404] LOG:  checkpoint complete: wrote 786097 buffers (37.5%); 0 transaction log file(s) added, 0 removed, 409 recycled; write=42.523 s, sync=0.007 s, total=42.873 s; sync files=54, longest=0.003 s, average=0.000 s; distance=6701073 kB, estimate=6701073 kB
1464751536.796 2016-06-01 03:25:36 UTC 3337  [574d85aa.d09:405] LOG:  checkpoint starting: xlog
1464751577.736 2016-06-01 03:26:17 UTC 3337  [574d85aa.d09:406] LOG:  checkpoint complete: wrote 798246 buffers (38.1%); 0 transaction log file(s) added, 0 removed, 409 recycled; write=40.618 s, sync=0.010 s, total=40.940 s; sync files=53, longest=0.005 s, average=0.000 s; distance=6701065 kB, estimate=6701072 kB
1464751612.683 2016-06-01 03:26:52 UTC 3337  [574d85aa.d09:407] LOG:  checkpoint starting: xlog
1464751652.097 2016-06-01 03:27:32 UTC 3337  [574d85aa.d09:408] LOG:  checkpoint complete: wrote 778228 buffers (37.1%); 0 transaction log file(s) added, 0 removed, 409 recycled; write=39.065 s, sync=0.015 s, total=39.414 s; sync files=52, longest=0.007 s, average=0.000 s; distance=6701051 kB, estimate=6701070 kB
1464751687.504 2016-06-01 03:28:07 UTC 3337  [574d85aa.d09:409] LOG:  checkpoint starting: xlog
1464751728.197 2016-06-01 03:28:48 UTC 3337  [574d85aa.d09:410] LOG:  checkpoint complete: wrote 788224 buffers (37.6%); 0 transaction log file(s) added, 0 removed, 409 recycled; write=40.338 s, sync=0.012 s, total=40.692 s; sync files=54, longest=0.002 s, average=0.000 s; distance=6701040 kB, estimate=6701067 kB
1464751764.672 2016-06-01 03:29:24 UTC 3337  [574d85aa.d09:411] LOG:  checkpoint starting: xlog
1464751808.306 2016-06-01 03:30:08 UTC 3337  [574d85aa.d09:412] LOG:  checkpoint complete: wrote 771968 buffers (36.8%); 0 transaction log file(s) added, 0 removed, 409 recycled; write=43.279 s, sync=0.004 s, total=43.633 s; sync files=52, longest=0.003 s, average=0.000 s; distance=6701058 kB, estimate=6701066 kB
1464751845.494 2016-06-01 03:30:45 UTC 3337  [574d85aa.d09:413] LOG:  checkpoint starting: xlog
1464751891.370 2016-06-01 03:31:31 UTC 3337  [574d85aa.d09:414] LOG:  checkpoint complete: wrote 777984 buffers (37.1%); 0 transaction log file(s) added, 0 removed, 409 recycled; write=45.552 s, sync=0.012 s, total=45.876 s; sync files=52, longest=0.005 s, average=0.000 s; distance=6701057 kB, estimate=6701065 kB
1464751929.198 2016-06-01 03:32:09 UTC 3337  [574d85aa.d09:415] LOG:  checkpoint starting: xlog
1464751971.345 2016-06-01 03:32:51 UTC 3337  [574d85aa.d09:416] LOG:  checkpoint complete: wrote 768468 buffers (36.6%); 0 transaction log file(s) added, 0 removed, 409 recycled; write=41.861 s, sync=0.007 s, total=42.147 s; sync files=52, longest=0.002 s, average=0.000 s; distance=6701027 kB, estimate=6701061 kB
1464752009.011 2016-06-01 03:33:29 UTC 3337  [574d85aa.d09:417] LOG:  checkpoint starting: xlog
1464752053.393 2016-06-01 03:34:13 UTC 3337  [574d85aa.d09:418] LOG:  checkpoint complete: wrote 768148 buffers (36.6%); 0 transaction log file(s) added, 0 removed, 409 recycled; write=44.005 s, sync=0.009 s, total=44.382 s; sync files=54, longest=0.006 s, average=0.000 s; distance=6701114 kB, estimate=6701114 kB
1464752092.082 2016-06-01 03:34:52 UTC 3337  [574d85aa.d09:419] LOG:  checkpoint starting: xlog
1464752136.054 2016-06-01 03:35:36 UTC 3337  [574d85aa.d09:420] LOG:  checkpoint complete: wrote 766458 buffers (36.5%); 0 transaction log file(s) added, 0 removed, 409 recycled; write=43.670 s, sync=0.004 s, total=43.971 s; sync files=52, longest=0.001 s, average=0.000 s; distance=6701014 kB, estimate=6701104 kB
1464752174.788 2016-06-01 03:36:14 UTC 3337  [574d85aa.d09:421] LOG:  checkpoint starting: xlog
1464752218.189 2016-06-01 03:36:58 UTC 3337  [574d85aa.d09:422] LOG:  checkpoint complete: wrote 758167 buffers (36.2%); 0 transaction log file(s) added, 0 removed, 409 recycled; write=43.073 s, sync=0.007 s, total=43.400 s; sync files=52, longest=0.003 s, average=0.000 s; distance=6701057 kB, estimate=6701099 kB
1464752256.957 2016-06-01 03:37:36 UTC 3337  [574d85aa.d09:423] LOG:  checkpoint starting: xlog
1464752305.927 2016-06-01 03:38:25 UTC 3337  [574d85aa.d09:424] LOG:  checkpoint complete: wrote 761202 buffers (36.3%); 0 transaction log file(s) added, 0 removed, 409 recycled; write=48.677 s, sync=0.008 s, total=48.970 s; sync files=54, longest=0.005 s, average=0.000 s; distance=6701078 kB, estimate=6701097 kB
1464752345.512 2016-06-01 03:39:05 UTC 3337  [574d85aa.d09:425] LOG:  checkpoint starting: xlog
1464752391.398 2016-06-01 03:39:51 UTC 3337  [574d85aa.d09:426] LOG:  checkpoint complete: wrote 749775 buffers (35.8%); 0 transaction log file(s) added, 0 removed, 409 recycled; write=45.526 s, sync=0.007 s, total=45.886 s; sync files=52, longest=0.002 s, average=0.000 s; distance=6701040 kB, estimate=6701091 kB
1464752430.924 2016-06-01 03:40:30 UTC 3337  [574d85aa.d09:427] LOG:  checkpoint starting: xlog
1464752475.152 2016-06-01 03:41:15 UTC 3337  [574d85aa.d09:428] LOG:  checkpoint complete: wrote 755733 buffers (36.0%); 0 transaction log file(s) added, 0 removed, 409 recycled; write=43.889 s, sync=0.004 s, total=44.228 s; sync files=54, longest=0.000 s, average=0.000 s; distance=6701048 kB, estimate=6701087 kB
1464752515.194 2016-06-01 03:41:55 UTC 3337  [574d85aa.d09:429] LOG:  checkpoint starting: xlog
1464752559.390 2016-06-01 03:42:39 UTC 3337  [574d85aa.d09:430] LOG:  checkpoint complete: wrote 744510 buffers (35.5%); 0 transaction log file(s) added, 0 removed, 409 recycled; write=43.855 s, sync=0.009 s, total=44.195 s; sync files=52, longest=0.004 s, average=0.000 s; distance=6701072 kB, estimate=6701085 kB
1464752599.743 2016-06-01 03:43:19 UTC 3337  [574d85aa.d09:431] LOG:  checkpoint starting: xlog
1464752649.536 2016-06-01 03:44:09 UTC 3337  [574d85aa.d09:432] LOG:  checkpoint complete: wrote 754675 buffers (36.0%); 0 transaction log file(s) added, 0 removed, 409 recycled; write=49.406 s, sync=0.007 s, total=49.792 s; sync files=52, longest=0.002 s, average=0.000 s; distance=6701016 kB, estimate=6701078 kB
1464752689.967 2016-06-01 03:44:49 UTC 3337  [574d85aa.d09:433] LOG:  checkpoint starting: xlog
1464752735.371 2016-06-01 03:45:35 UTC 3337  [574d85aa.d09:434] LOG:  checkpoint complete: wrote 740224 buffers (35.3%); 0 transaction log file(s) added, 0 removed, 409 recycled; write=45.054 s, sync=0.009 s, total=45.404 s; sync files=52, longest=0.005 s, average=0.000 s; distance=6701076 kB, estimate=6701078 kB
1464752776.446 2016-06-01 03:46:16 UTC 3337  [574d85aa.d09:435] LOG:  checkpoint starting: xlog
1464752806.520 2016-06-01 03:46:46 UTC 3337  [574d85aa.d09:436] LOG:  checkpoint complete: wrote 783419 buffers (37.4%); 0 transaction log file(s) added, 0 removed, 409 recycled; write=29.560 s, sync=0.004 s, total=30.073 s; sync files=54, longest=0.001 s, average=0.000 s; distance=6701077 kB, estimate=6701078 kB
1464752806.521 2016-06-01 03:46:46 UTC 3337  [574d85aa.d09:437] LOG:  checkpoint starting: immediate force wait
1464752810.420 2016-06-01 03:46:50 UTC 3337  [574d85aa.d09:438] LOG:  checkpoint complete: wrote 130546 buffers (6.2%); 0 transaction log file(s) added, 0 removed, 409 recycled; write=3.221 s, sync=0.000 s, total=3.899 s; sync files=47, longest=0.000 s, average=0.000 s; distance=1224752 kB, estimate=6153446 kB
1464752811.578 2016-06-01 03:46:51 UTC 62178  [574e5a84.f2e2:1] ERROR:  canceling autovacuum task
1464752811.578 2016-06-01 03:46:51 UTC 62178  [574e5a84.f2e2:2] CONTEXT:  automatic analyze of table "pgbench.public.pgbench_history"
1464752825.167 2016-06-01 03:47:05 UTC 3337  [574d85aa.d09:439] LOG:  checkpoints are occurring too frequently (19 seconds apart)
1464752825.167 2016-06-01 03:47:05 UTC 3337  [574d85aa.d09:440] HINT:  Consider increasing the configuration parameter "max_wal_size".
1464752825.167 2016-06-01 03:47:05 UTC 3337  [574d85aa.d09:441] LOG:  checkpoint starting: xlog
1464752862.259 2016-06-01 03:47:42 UTC 3337  [574d85aa.d09:442] LOG:  checkpoint complete: wrote 490132 buffers (23.4%); 0 transaction log file(s) added, 0 removed, 74 recycled; write=36.972 s, sync=0.023 s, total=37.092 s; sync files=46, longest=0.011 s, average=0.000 s; distance=6689982 kB, estimate=6689982 kB
1464752862.260 2016-06-01 03:47:42 UTC 3337  [574d85aa.d09:443] LOG:  checkpoint starting: xlog
1464752909.021 2016-06-01 03:48:29 UTC 3337  [574d85aa.d09:444] LOG:  checkpoint complete: wrote 516799 buffers (24.6%); 0 transaction log file(s) added, 212 removed, 197 recycled; write=46.514 s, sync=0.009 s, total=46.760 s; sync files=48, longest=0.001 s, average=0.000 s; distance=8272456 kB, estimate=8272456 kB
1464752915.926 2016-06-01 03:48:35 UTC 3337  [574d85aa.d09:445] LOG:  checkpoint starting: xlog
1464752944.970 2016-06-01 03:49:04 UTC 3337  [574d85aa.d09:446] LOG:  checkpoint complete: wrote 317085 buffers (15.1%); 0 transaction log file(s) added, 95 removed, 409 recycled; write=28.606 s, sync=0.003 s, total=29.043 s; sync files=38, longest=0.000 s, average=0.000 s; distance=6695053 kB, estimate=8114716 kB
1464752981.651 2016-06-01 03:49:41 UTC 3337  [574d85aa.d09:447] LOG:  checkpoint starting: xlog
1464753124.395 2016-06-01 03:52:04 UTC 3337  [574d85aa.d09:448] LOG:  checkpoint complete: wrote 138145 buffers (6.6%); 0 transaction log file(s) added, 0 removed, 409 recycled; write=142.336 s, sync=0.003 s, total=142.744 s; sync files=38, longest=0.000 s, average=0.000 s; distance=6694478 kB, estimate=7972692 kB
1464753581.510 2016-06-01 03:59:41 UTC 3337  [574d85aa.d09:449] LOG:  checkpoint starting: time
1464753715.659 2016-06-01 04:01:55 UTC 3337  [574d85aa.d09:450] LOG:  checkpoint complete: wrote 296477 buffers (14.1%); 0 transaction log file(s) added, 0 removed, 409 recycled; write=133.438 s, sync=0.000 s, total=134.149 s; sync files=38, longest=0.000 s, average=0.000 s; distance=3548121 kB, estimate=7530235 kB
1464753715.659 2016-06-01 04:01:55 UTC 3337  [574d85aa.d09:451] LOG:  checkpoint starting: immediate force wait
1464753718.145 2016-06-01 04:01:58 UTC 3337  [574d85aa.d09:452] LOG:  checkpoint complete: wrote 85980 buffers (4.1%); 0 transaction log file(s) added, 0 removed, 216 recycled; write=2.040 s, sync=0.002 s, total=2.486 s; sync files=7, longest=0.001 s, average=0.000 s; distance=7 kB, estimate=6777212 kB
1464753783.352 2016-06-01 04:03:03 UTC 3337  [574d85aa.d09:453] LOG:  checkpoint starting: xlog
1464753822.290 2016-06-01 04:03:42 UTC 3337  [574d85aa.d09:454] LOG:  checkpoint complete: wrote 818421 buffers (39.0%); 0 transaction log file(s) added, 0 removed, 0 recycled; write=38.917 s, sync=0.004 s, total=38.938 s; sync files=55, longest=0.001 s, average=0.000 s; distance=6688275 kB, estimate=6768318 kB
1464753857.019 2016-06-01 04:04:17 UTC 3337  [574d85aa.d09:455] LOG:  checkpoint starting: xlog
1464753902.235 2016-06-01 04:05:02 UTC 3337  [574d85aa.d09:456] LOG:  checkpoint complete: wrote 705602 buffers (33.6%); 0 transaction log file(s) added, 0 removed, 409 recycled; write=44.857 s, sync=0.008 s, total=45.215 s; sync files=54, longest=0.004 s, average=0.000 s; distance=6701046 kB, estimate=6761591 kB
1464753936.127 2016-06-01 04:05:36 UTC 3337  [574d85aa.d09:457] LOG:  checkpoint starting: xlog
1464753978.338 2016-06-01 04:06:18 UTC 3337  [574d85aa.d09:458] LOG:  checkpoint complete: wrote 779950 buffers (37.2%); 0 transaction log file(s) added, 0 removed, 409 recycled; write=41.909 s, sync=0.007 s, total=42.210 s; sync files=53, longest=0.004 s, average=0.000 s; distance=6701058 kB, estimate=6755538 kB
1464754012.694 2016-06-01 04:06:52 UTC 3337  [574d85aa.d09:459] LOG:  checkpoint starting: xlog
1464754054.936 2016-06-01 04:07:34 UTC 3337  [574d85aa.d09:460] LOG:  checkpoint complete: wrote 694979 buffers (33.1%); 0 transaction log file(s) added, 0 removed, 409 recycled; write=41.839 s, sync=0.010 s, total=42.241 s; sync files=52, longest=0.007 s, average=0.000 s; distance=6701061 kB, estimate=6750090 kB
1464754088.641 2016-06-01 04:08:08 UTC 3337  [574d85aa.d09:461] LOG:  checkpoint starting: xlog
1464754126.975 2016-06-01 04:08:46 UTC 3337  [574d85aa.d09:462] LOG:  checkpoint complete: wrote 731478 buffers (34.9%); 0 transaction log file(s) added, 0 removed, 409 recycled; write=37.925 s, sync=0.010 s, total=38.334 s; sync files=54, longest=0.006 s, average=0.000 s; distance=6701018 kB, estimate=6745183 kB
1464754162.218 2016-06-01 04:09:22 UTC 3337  [574d85aa.d09:463] LOG:  checkpoint starting: xlog
1464754203.134 2016-06-01 04:10:03 UTC 3337  [574d85aa.d09:464] LOG:  checkpoint complete: wrote 742017 buffers (35.4%); 0 transaction log file(s) added, 0 removed, 409 recycled; write=40.471 s, sync=0.005 s, total=40.915 s; sync files=52, longest=0.001 s, average=0.000 s; distance=6701091 kB, estimate=6740774 kB
1464754235.290 2016-06-01 04:10:35 UTC 3337  [574d85aa.d09:465] LOG:  checkpoint starting: xlog
1464754279.591 2016-06-01 04:11:19 UTC 3337  [574d85aa.d09:466] LOG:  checkpoint complete: wrote 754202 buffers (36.0%); 0 transaction log file(s) added, 0 removed, 409 recycled; write=43.920 s, sync=0.007 s, total=44.301 s; sync files=52, longest=0.002 s, average=0.000 s; distance=6701079 kB, estimate=6736804 kB
1464754315.765 2016-06-01 04:11:55 UTC 3337  [574d85aa.d09:467] LOG:  checkpoint starting: xlog
1464754359.604 2016-06-01 04:12:39 UTC 3337  [574d85aa.d09:468] LOG:  checkpoint complete: wrote 748208 buffers (35.7%); 0 transaction log file(s) added, 0 removed, 409 recycled; write=43.465 s, sync=0.010 s, total=43.839 s; sync files=52, longest=0.004 s, average=0.000 s; distance=6701043 kB, estimate=6733228 kB
